num__TransactionAmount,num__TransactionType,num__Location,num__Channel,num__CustomerAge,num__CustomerOccupation,num__TransactionDuration,num__LoginAttempts,num__AccountBalance,num__AgeGroup,num__TransactionSize,Target
-1.0730577179548584,0.0,0.9358625995019739,0.0012611082507534464,-1.0948081647983225,1.2628491152748393,-0.9695369981237744,0.0,-0.7887474472676687,0.9994784875786121,0.7753226837059887,2
0.8412476091938154,0.0,0.5342758592850056,1.210033366597957,-0.645890274491992,-1.3226422560123097,-1.2512138454270054,0.0,0.20936022971995297,0.9994784875786121,-1.357092789270167,1
-1.0112624316193366,0.0,-0.26889762114893073,1.210033366597957,-1.0948081647983225,1.2628491152748393,2.2838305882285463,0.0,-1.0737928143020357,0.9994784875786121,0.7753226837059887,3
0.18601132532807504,0.0,0.6949105553717929,-1.2075111500964504,1.3181254955982051,-1.3226422560123097,-1.2089623183315208,0.0,1.4352865711415057,-1.0005217845385062,-1.357092789270167,1
-0.8957631544633413,0.0,1.4980840358057295,0.0012611082507534464,0.6447486601387088,0.4010186581791231,-0.9554531557586129,0.0,-1.0294566541240928,-1.0005217845385062,0.7753226837059887,2
-0.6356914647958076,0.0,-1.6342925378866227,-1.2075111500964504,0.08360129725579549,-0.4608117989165933,-0.6174409389947354,0.0,0.27892439818713793,-1.0005217845385062,0.7753226837059887,0
-0.019920078172585984,0.0,0.6949105553717929,-1.2075111500964504,-0.5897755382037007,-0.4608117989165933,0.2980088147407659,0.0,-0.157344961433278,0.9994784875786121,0.7753226837059887,1
0.2504640469553043,0.0,-0.18858027310553707,1.210033366597957,0.19583076983237815,-0.4608117989165933,1.4810515734143368,0.0,0.41223128281615895,-1.0005217845385062,-1.357092789270167,3
2.3785937570531424,0.0,-1.1523884496262609,0.0012611082507534464,0.9253223415801656,0.4010186581791231,-0.7301116779160278,0.0,0.7344614015402366,-1.0005217845385062,-1.357092789270167,0
0.8982039835056318,0.0,-1.0720711015828672,0.0012611082507534464,0.7008633964270001,-0.4608117989165933,0.3120926571059275,0.0,1.1667048783246514,-1.0005217845385062,-1.357092789270167,0
0.13659096154498113,0.0,-1.6342925378866227,1.210033366597957,0.5886339238504175,-0.4608117989165933,0.8050271398865821,0.0,1.1325273196287333,-1.0005217845385062,-1.357092789270167,0
-0.8820000194450961,0.0,-0.429532317235718,0.0012611082507534464,0.7008633964270001,-1.3226422560123097,1.4247162039536907,0.0,-1.0341359390306013,-1.0005217845385062,0.7753226837059887,3
0.9381448393078592,0.0,-0.34921496919232436,1.210033366597957,0.47640445127383485,0.4010186581791231,-0.532937884803766,0.0,-0.11911065051220078,-1.0005217845385062,-1.357092789270167,3
-0.271384850552053,0.0,-1.553975189843229,0.0012611082507534464,-1.2070376373749052,1.2628491152748393,1.7204768936220833,0.0,-1.1847451162825902,0.9994784875786121,0.7753226837059887,0
